name,developer,publisher,release_date,tags,categories,rating_percent,reviews_count,price,current_players,24h_peak,all_time_peak
Hurtworld,Bankroll Studios,Bankroll Studios,10.12.2019,Survival | FPS | Open World | Multiplayer | Open World Survival Craft | Crafting | Building | PvP | Sandbox | Adventure | Action | Early Access | Co-op | First-Person | Shooter | Simulation | Third Person | Singleplayer | Indie | Cartoony,Cross-Platform Multiplayer | Remote Play on Tablet | Family Sharing | Multi-player | Co-op,74.88,31089.0,8.74,35,134,13333
NBA 2K18,Visual Concepts,2K,,Sports | Basketball | Gambling | Multiplayer | Simulation | Singleplayer | Realistic | Local Multiplayer | Great Soundtrack | Competitive | Walking Simulator,Single-player | Steam Achievements | Steam Cloud | Remote Play on TV | Remote Play Together | Family Sharing | Multi-player | Shared/Split Screen,30.17,18746.0,9.59,35,87,25432
美女，请别影响我成仙,蒸汽满满工作室,一相逢互动娱乐,20.06.2025,FMV | Visual Novel | Interactive Fiction | Cinematic | Casual | Simulation | Female Protagonist | Strategy | RPG | Comedy | Dating Sim | Immersive Sim | Sexual Content | First-Person | Mythology | Story Rich | Choices Matter | Singleplayer | Fantasy | Magic,Single-player | Steam Achievements | Steam Cloud | Family Sharing,90.53,3867.0,9.67,35,126,13040
Rotwood,Klei Entertainment,Klei Entertainment,24.04.2024,Dungeon Crawler | Hack and Slash | Roguelite | Beat 'em up | PvE | Roguelike | Family Friendly | RPG | 2D | Action | Adventure | Co-op | Local Co-Op | Local Multiplayer | Multiplayer | Online Co-Op | Singleplayer | Replay Value | Fighting | Action Roguelike,Single-player | Online Co-op | Shared/Split Screen Co-op | Steam Cloud | Remote Play Together | Family Sharing | Early Access | Multi-player | Co-op | Shared/Split Screen,73.96,7758.0,8.79,34,63,28595
POPUCOM,Hypergryph,GRYPHLINE | Fireshine Games,02.06.2025,Co-op | Adventure | Platformer | 3️⃣ Match 3 | Casual | Puzzle | Funny | Third-Person Shooter | 3D | Cartoony | Local Co-Op | Multiplayer | Online Co-Op | Action | Shooter | Team-Based | Sci-fi | Futuristic | Third Person | Physics,Online Co-op | Shared/Split Screen Co-op | Steam Achievements | Steam Cloud | Remote Play Together | Family Sharing | Multi-player | Co-op | Shared/Split Screen,84.37,3929.0,15.99,34,227,20919
美女，请别影响我学习,蒸汽满满工作室,蒸汽满满工作室,29.03.2024,Sexual Content | Dating Sim | FMV | Visual Novel | Romance | Singleplayer | First-Person | Multiple Endings | Choices Matter | Interactive Fiction | Story Rich | Immersive Sim | RPG | Nudity | Emotional | Choose Your Own Adventure | Female Protagonist | Drama | Multiplayer | Simulation,Single-player | Steam Cloud | Family Sharing,92.42,8695.0,5.59,34,104,15030
SD GUNDAM BATTLE ALLIANCE,ARTDINK,Bandai Namco Entertainment,24.08.2022,Mechs | Action RPG | Robots | Hack and Slash | PvE | Anime | RPG | Lore-Rich | Third Person | Online Co-Op | Alternate History | Action | Multiplayer | Sci-fi | Animation & Modeling | Singleplayer | Space | Co-op | Beat 'em up | Combat,Single-player | Online Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Multi-player | Co-op,62.13,5989.0,14.99,33,69,21909
Forspoken,Square Enix,Square Enix,24.01.2023,Open World | Female Protagonist | Exploration | Parkour | RPG | Magic | Action RPG | Action | Fantasy | Adventure | Story Rich | Lore-Rich | Singleplayer | Atmospheric | Dark | Cinematic | Mature | Violent | Psychological Horror | Immersive,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing,61.61,8361.0,20.99,33,65,12579
Football Manager 2011,Sports Interactive,SEGA,,Simulation | Sports,Single-player | Steam Achievements | Family Sharing | Multi-player,,,9.99,32,141,34997
GRID 2,Codemasters Racing,Codemasters,,Racing | Driving | Sports | Multiplayer | Simulation | Arcade | Singleplayer | Realistic | Action | Controller | Split Screen | Local Multiplayer | Open World | Co-op | Online Co-Op | Casual | First-Person | Local Co-Op | 3D Vision | Automobile Sim,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Steam Leaderboards | Remote Play on TV | Remote Play Together | Family Sharing | Multi-player | Valve Anti-Cheat | Shared/Split Screen,82.6,29748.0,5.99,32,156,27339
Dirty Bomb,Splash Damage,Warchest Ltd.,02.06.2015,Hero Shooter | Free to Play | FPS | Multiplayer | Shooter | Action | Team-Based | First-Person | Fast-Paced | Co-op | PvP | Class-Based | Competitive | Massively Multiplayer | Parkour | Post-apocalyptic | Controller | Singleplayer | Open World | Gore,Online PvP | Steam Achievements | Steam Trading Cards | In-App Purchases | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),80.13,56952.0,0.0,32,61,13113
Kingdom: Classic,Noio | Licorice,Raw Fury,21.10.2015,Free to Play | Strategy | Singleplayer | Simulation | Base Building | Building | 2D | Pixel Graphics | Resource Management | Management | Fantasy | RPG | Survival | Casual | Adventure | City Builder | Indie | Colony Sim | Tower Defense | Atmospheric,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Remote Play on Phone | Remote Play on Tablet | Remote Play on TV | Cloud Gaming | Cloud Gaming (NVIDIA),88.66,22433.0,0.0,32,78,64944
Distant Space,PixelMouse,PixelMouse,20.12.2016,Shoot 'Em Up | Indie | Arcade | Space | Pixel Graphics | Casual | Action | Adventure | 2D | 1980s | Difficult | Retro | Shooter | Bullet Hell | Minimalist | Singleplayer | PvE | Sci-fi | Controller,Single-player | Steam Achievements | Steam Trading Cards | Family Sharing,82.77,2848.0,0.0,32,1317,26557
SUPERVIVE,Theorycraft Games,Theorycraft Games | NetEase Games,23.07.2025,Battle Royale | MOBA | PvP | Multiplayer | Hero Shooter | Free to Play | Team-Based | eSports | Action | Tactical | Strategy | Class-Based | Top-Down Shooter | Fantasy | Action RPG | Online Co-Op | Adventure | Third-Person Shooter | Exploration | Early Access,Online PvP | In-App Purchases | Multi-player | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),83.85,23559.0,0.0,32,77,47913
Transport Fever,Urban Games,Good Shepherd Entertainment,08.11.2016,Flight | City Builder | Sandbox | Building | Driving | Economy | Trains | Management | Transportation | Strategy | Relaxing | Open World | Procedural Generation | Simulation | Realistic | Moddable | Adventure | Resource Management | Multiplayer | Singleplayer,Single-player | Steam Achievements | Steam Workshop | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),81.22,10784.0,4.49,31,141,12615
We Were Here Expeditions: The FriendShip,Total Mayhem Games,Total Mayhem Games,14.09.2023,Co-op | Puzzle | Online Co-Op | Multiplayer | Adventure | Casual | Emotional | Atmospheric | First-Person | 3D | Cute | Mystery | Team-Based | Story Rich | Controller | Multiple Endings | Linear | Asynchronous Multiplayer | Indie | Drama,Online Co-op | Cross-Platform Multiplayer | Steam Achievements | Steam Cloud | Family Sharing | Multi-player | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),88.4,23427.0,1.99,31,119,22392
Tapple,Zeeno,Zeeno,29.06.2024,Clicker | 2D | Casual | Management | Point & Click | Automation | Simulation | Strategy | Real Time Tactics | Anime | Economy | Fantasy | Futuristic | LGBTQ+ | Psychological Horror | Relaxing | Controller | Inventory Management | Singleplayer | Free to Play,Single-player | Steam Achievements | Remote Play Together | Profile Features Limited,66.2,724.0,0.0,31,87,40421
Cucumber,cem99 | slh99,Bull Games,12.06.2024,Clicker | Free to Play | Family Friendly | Casual | Atmospheric | Action | Singleplayer | Relaxing | Multiplayer | Audio Production | Action Roguelike | Political Sim | Trading Card Game | Immersive Sim | Hentai | 3D | First-Person | Sci-fi | Racing | Management,Single-player | Steam Achievements | In-App Purchases | Profile Features Limited,66.1,2013.0,0.0,30,77,15155
Tree of Savior (English Ver.),"IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.",28.03.2016,MMORPG | Anime | RPG | Massively Multiplayer | Fantasy | Adventure | Cute | Multiplayer | Open World | Action | Free to Play | Action RPG | Isometric | Co-op | Hack and Slash | PvP | PvE | Memes | Exploration | CRPG,MMO | Steam Trading Cards | In-App Purchases | Valve Anti-Cheat | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),63.36,20406.0,0.0,29,206,53554
The Darkness II,Digital Extremes,2K,09.02.2012,FPS | Action | Gore | Dark | Shooter | Singleplayer | Horror | Co-op | First-Person | Violent | Multiplayer | Atmospheric | Story Rich | Supernatural | Comic Book | Short | Multiple Endings | Adventure | Nudity | Funny,Single-player | Steam Achievements | Family Sharing | Co-op | Multi-player,89.45,20469.0,1.49,28,40,12593
Orcs Must Die! 2,Robot Entertainment,Robot Entertainment,30.07.2012,Tower Defense | Co-op | Action | Strategy | Online Co-Op | Indie | Multiplayer | Third Person | RPG | Third-Person Shooter | Adventure | Comedy | Singleplayer | Cartoony | Shooter | Fantasy | Female Protagonist | Controller | Funny | Great Soundtrack,Single-player | Online Co-op | LAN Co-op | Steam Achievements | Steam Trading Cards | Steam Workshop | Steam Cloud | Steam Leaderboards | Family Sharing | Co-op | Multi-player,90.33,19474.0,1.49,28,60,16119
POSTAL,Running With Scissors,Running With Scissors,14.11.1997,Horror | Psychological Horror | Villain Protagonist | Top-Down Shooter | Shooter | Twin Stick Shooter | Isometric | Dark Humor | Difficult | Top-Down | Dark Comedy | 1990's | Surreal | Action | Psychological | Atmospheric | Linear | Hand-drawn | Comedy | Level Editor,Single-player | Steam Achievements | Steam Trading Cards | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),89.05,13073.0,0.49,28,196,412063
Depth,Ammobox Studios,Ammobox Studios,03.11.2014,Shooter | Multiplayer | Underwater | Atmospheric | Team-Based | Horror | FPS | Gore | Survival | Hunting | Co-op | PvP | Survival Horror | Action | Exploration | Adventure | Singleplayer | First-Person | Third Person | Online Co-Op,Single-player | Online PvP | Steam Achievements | Steam Trading Cards | Captions available | Steam Workshop | In-App Purchases | Steam Cloud | Stats | Steam Leaderboards | Includes level editor | Family Sharing | Multi-player | Valve Anti-Cheat | PvP | Cloud Gaming | Cloud Gaming (NVIDIA),86.27,32707.0,4.99,28,46,10916
Party Club,Lucid11 Interactive,GameDev.ist | Gamersky Games | Lucid11 Interactive,17.03.2025,Local Co-Op | 4️⃣ 4 Player Local | Indie | Multiplayer | Singleplayer | Online Co-Op | Funny | Family Friendly | Casual | Cooking | Character Customization | Co-op | Local Multiplayer | Time Management | Action | Tactical | Party | Cute | Action-Adventure | Controller,Single-player | Online Co-op | Shared/Split Screen Co-op | Steam Achievements | Steam Trading Cards | Steam Cloud | Stats | Family Sharing | Multi-player | Co-op | Shared/Split Screen,70.02,3292.0,0.0,28,81,40828
Sniper Elite V2,Rebellion,Rebellion,,Sniper | Action | Stealth | World War II | Co-op | Shooter | Third-Person Shooter | Multiplayer | Singleplayer | Third Person | War | Bullet Time | FPS | Tactical | Online Co-Op | Historical | Gore | Strategy | Simulation | Adventure,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Steam Leaderboards | Family Sharing | Multi-player | Co-op,86.44,25374.0,4.49,27,75,70456
Absolver,Sloclap,Devolver Digital,29.08.2017,Fighting | Martial Arts | Action | Multiplayer | PvP | Open World | Adventure | Indie | PvE | Online Co-Op | RPG | Character Customization | Difficult | Co-op | Singleplayer | Swordplay | MMORPG | Massively Multiplayer | Souls-like | Atmospheric,Single-player | Online PvP | Online Co-op | Steam Achievements | Remote Play on TV | Family Sharing | Multi-player | PvP | Co-op | Cloud Gaming | Cloud Gaming (NVIDIA),71.19,14713.0,2.99,27,37,18921
Nobody - The Turnaround,U.Ground Game Studio,Thermite Games,17.11.2022,Life Sim | Simulation | Survival | Realistic | Sandbox | Open World | Strategy | Choices Matter | Emotional | Resource Management | Management | Romance | Multiple Endings | Character Customization | Story Rich | Adventure | Singleplayer | Atmospheric | Choose Your Own Adventure | 3D,Single-player | Steam Achievements | Steam Cloud | Family Sharing | Early Access | Cloud Gaming | Cloud Gaming (NVIDIA),59.19,14284.0,22.49,27,61,82511
MultiVersus,Player First Games,Warner Bros. Games,19.07.2022,Multiplayer | 2D Fighter | Co-op | Free to Play | Action | Competitive | Beat 'em up | Cartoon | Fantasy | 2D Platformer | 2D | Colorful | Superhero | Memes | Funny | Comic Book | Hand-drawn | 1980s | 1990's | Character Customization,Single-player | Online PvP | Online Co-op | Cross-Platform Multiplayer | Steam Achievements | In-App Purchases | Remote Play Together | Family Sharing | Multi-player | PvP | Co-op,75.35,117095.0,0.0,27,36,153433
100 Asian Cats,100 Cozy Games | Cats,100 Cozy Games,17.12.2023,Hidden Object | Cats | Ninja | Free to Play | Puzzle | Cozy | Wholesome | Relaxing | Casual | Cute | Hand-drawn | Creature Collector | Minimalist | Point & Click | Cartoony | Singleplayer | Collectathon | Indie | Exploration | Time Attack,Single-player | Steam Achievements | Steam Trading Cards | In-App Purchases,94.12,8322.0,0.0,27,105,13382
Dark and Light,Snail Games USA,Snail Games USA,20.07.2017,Open World | Survival | Massively Multiplayer | RPG | Sandbox | Fantasy | Adventure | Magic | MMORPG | Early Access | Action | Open World Survival Craft | Multiplayer | Dragons | Simulation | Crafting | Base Building | Medieval | PvP | Singleplayer,Single-player | Online PvP | LAN PvP | Online Co-op | LAN Co-op | Steam Workshop | Family Sharing | Early Access | Multi-player | PvP | Co-op,52.06,11789.0,3.59,26,38,14089
Eastward,Pixpil,Chucklefish | XD,16.09.2021,Pixel Graphics | Story Rich | Adventure | Singleplayer | Action RPG | RPG | Atmospheric | Post-apocalyptic | Action | JRPG | 2D | Cute | Female Protagonist | Soundtrack | Relaxing | Dark | Mature | Indie | Comedy | Casual,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),82.2,16297.0,12.49,26,54,13882
隐形守护者 The Invisible Guardian,New One Studio,New One Studio,23.01.2019,RPG | Choices Matter | FMV | Story Rich | Indie | Adventure | Movie | Visual Novel | Multiple Endings | Drama | Historical | Interactive Fiction | Dating Sim | Sexual Content | Singleplayer,Single-player | Steam Trading Cards | In-App Purchases | Remote Play on Tablet | Family Sharing,85.47,51728.0,,26,101,82345
Sword and Fairy 7,软星科技(SoftStarlight),方块游戏(CubeGame) | 软星科技(SoftStarlight),22.10.2021,RPG | Singleplayer | Martial Arts | Mythology | Action RPG | Story Rich | Female Protagonist | Open World | 3D | Action | Adventure | Sexual Content | Fantasy | Third Person | Great Soundtrack | CRPG | Anime | Romance | Hack and Slash | Atmospheric,Single-player | Steam Achievements | Steam Trading Cards | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),71.13,18911.0,11.99,26,104,15245
Warhammer: End Times - Vermintide,Fatshark,Fatshark,23.10.2015,Action | Online Co-Op | Co-op | Dark Fantasy | First-Person | Gore | Games Workshop | Multiplayer | FPS | Fantasy | Hack and Slash | Atmospheric | Action RPG | Survival | Dwarf | RPG | Singleplayer | Adventure | Horror | Indie,Single-player | Online Co-op | Steam Achievements | Steam Trading Cards | Captions available | Steam Cloud | Family Sharing | Co-op | Multi-player | Cloud Gaming | Cloud Gaming (NVIDIA),78.44,21347.0,2.09,25,71,24700
F1® Manager 2022,Frontier Developments,Frontier Developments,30.08.2022,Simulation | Strategy | Management | Realistic | Singleplayer | Automobile Sim | Sports | Tactical | Time Management | Immersive Sim | Driving | 3D | Economy | Choices Matter | PvE | Resource Management | Team-Based | Family Friendly | Racing | Time Manipulation,Single-player | Steam Achievements | Steam Cloud | Family Sharing | Cloud Gaming | Cloud Gaming (NVIDIA),72.39,10775.0,10.99,25,59,25575
Waven,Ankama Studio,Ankama Games | New Tales,16.08.2023,Tactical RPG | Turn-Based Tactics | PvE | Free to Play | Character Customization | PvP | RPG | Strategy RPG | Multiplayer | Fantasy | Anime | Online Co-Op | Deckbuilding | Colorful | Adventure | Funny | Singleplayer | Strategy | Asynchronous Multiplayer | Early Access,Single-player | Online PvP | Online Co-op | Cross-Platform Multiplayer | In-App Purchases | Early Access | Multi-player | PvP | Co-op,77.98,5017.0,0.0,25,58,16084
Shrimp.io,VuVuu,VuVuu,13.02.2024,Action | Casual | Strategy | Action Roguelike | Arcade | Bullet Hell | Roguelite | 2D | Pixel Graphics | Top-Down | Free to Play | Indie | Underwater | Retro | Combat | Singleplayer | PvE,Single-player | Profile Features Limited,,,0.0,24,89,13926
Football Manager 2009,Sports Interactive,SEGA,13.11.2008,,Multi-player | Single-player,,,,23,99,24738
Spec Ops: The Line,YAGER,2K | Missing Link Games,29.06.2012,Story Rich | Third-Person Shooter | Action | Psychological | Atmospheric | Singleplayer | War | Third Person | Shooter | Dark | Emotional | Military | Multiplayer | Mature | Political | Adventure | Great Soundtrack | Psychological Horror | Post-apocalyptic | Based On A Novel,Single-player | Cross-Platform Multiplayer | Steam Achievements | Steam Cloud | Stats | Steam Leaderboards | Remote Play on TV | Family Sharing | Multi-player,91.78,55691.0,5.09,23,59,13995
Kingdoms of Amalur: Reckoning™,Big Huge Games | 38 Studios,38 Studios | Electronic Arts,,RPG | Fantasy | Open World | Singleplayer | Action RPG | Action | Adventure | Third Person | Loot | Story Rich | Magic | Character Customization | Hack and Slash | Exploration | Controller | Sandbox | Atmospheric | Crafting | Female Protagonist | Great Soundtrack,Single-player | Steam Achievements | Steam Cloud | Remote Play on Tablet | Family Sharing,85.75,12959.0,4.39,23,30,12800
